index	bin	contig
456	bin.11.fa	>NODE_6487_length_2672_cov_8.453573
457	bin.11.fa	>NODE_6499_length_2670_cov_7.577820
458	bin.11.fa	>NODE_6522_length_2664_cov_7.718283
459	bin.11.fa	>NODE_6613_length_2636_cov_7.488570
460	bin.11.fa	>NODE_6625_length_2634_cov_6.877084
461	bin.11.fa	>NODE_6695_length_2617_cov_7.688134
462	bin.11.fa	>NODE_6716_length_2613_cov_4.119234
463	bin.11.fa	>NODE_6731_length_2609_cov_7.678152
464	bin.11.fa	>NODE_6748_length_2604_cov_8.648097
465	bin.11.fa	>NODE_6858_length_2575_cov_7.769841
466	bin.11.fa	>NODE_6886_length_2570_cov_6.307356
467	bin.11.fa	>NODE_7115_length_2520_cov_7.297769
468	bin.11.fa	>NODE_7196_length_2507_cov_8.597471
469	bin.11.fa	>NODE_7394_length_2465_cov_7.168880
470	bin.11.fa	>NODE_7436_length_2457_cov_5.707744
471	bin.11.fa	>NODE_7580_length_2430_cov_6.920421
472	bin.11.fa	>NODE_7647_length_2417_cov_6.091871
473	bin.11.fa	>NODE_7715_length_2404_cov_6.021286
474	bin.11.fa	>NODE_7722_length_2402_cov_8.016617
475	bin.11.fa	>NODE_7726_length_2401_cov_9.008951
476	bin.11.fa	>NODE_7729_length_2401_cov_7.289429
477	bin.11.fa	>NODE_7740_length_2399_cov_8.849403
478	bin.11.fa	>NODE_7984_length_2351_cov_8.300523
479	bin.11.fa	>NODE_7997_length_2349_cov_6.514821
480	bin.11.fa	>NODE_8083_length_2333_cov_6.038630
481	bin.11.fa	>NODE_8206_length_2314_cov_8.084551
482	bin.11.fa	>NODE_8392_length_2284_cov_4.685061
483	bin.11.fa	>NODE_8596_length_2248_cov_5.374829
484	bin.11.fa	>NODE_8654_length_2240_cov_7.231121
485	bin.11.fa	>NODE_8713_length_2232_cov_6.098300
486	bin.11.fa	>NODE_8951_length_2199_cov_6.292444
487	bin.11.fa	>NODE_8975_length_2195_cov_7.119159
488	bin.11.fa	>NODE_8979_length_2195_cov_5.592056
489	bin.11.fa	>NODE_9007_length_2191_cov_7.343165
490	bin.11.fa	>NODE_9025_length_2189_cov_4.464386
491	bin.11.fa	>NODE_9063_length_2183_cov_6.875940
492	bin.11.fa	>NODE_9061_length_2183_cov_7.649906
493	bin.11.fa	>NODE_9082_length_2181_cov_7.581373
494	bin.11.fa	>NODE_9155_length_2171_cov_7.415879
495	bin.11.fa	>NODE_9178_length_2169_cov_3.266320
496	bin.11.fa	>NODE_9234_length_2161_cov_6.807692
497	bin.11.fa	>NODE_9257_length_2158_cov_9.875892
498	bin.11.fa	>NODE_9406_length_2139_cov_5.614203
499	bin.11.fa	>NODE_9402_length_2139_cov_8.988484
500	bin.11.fa	>NODE_9674_length_2108_cov_6.466147
501	bin.11.fa	>NODE_9747_length_2100_cov_8.175550
502	bin.11.fa	>NODE_9755_length_2099_cov_7.040117
503	bin.11.fa	>NODE_9838_length_2088_cov_6.713724
504	bin.11.fa	>NODE_9850_length_2086_cov_6.989168
505	bin.11.fa	>NODE_9881_length_2083_cov_6.858481
506	bin.11.fa	>NODE_9926_length_2078_cov_8.541770
507	bin.11.fa	>NODE_9946_length_2077_cov_3.981207
508	bin.11.fa	>NODE_10000_length_2070_cov_7.326055
509	bin.11.fa	>NODE_10068_length_2063_cov_6.379980
510	bin.11.fa	>NODE_10077_length_2062_cov_5.241156
511	bin.11.fa	>NODE_10076_length_2062_cov_5.535625
512	bin.11.fa	>NODE_10099_length_2059_cov_8.560878
513	bin.11.fa	>NODE_10110_length_2058_cov_7.297554
514	bin.11.fa	>NODE_10160_length_2051_cov_7.342184
515	bin.11.fa	>NODE_10194_length_2048_cov_10.199197
516	bin.11.fa	>NODE_10250_length_2041_cov_6.680262
517	bin.11.fa	>NODE_10287_length_2037_cov_6.802220
518	bin.11.fa	>NODE_10356_length_2030_cov_8.465823
519	bin.11.fa	>NODE_10779_length_1985_cov_7.863731
520	bin.11.fa	>NODE_10883_length_1974_cov_6.179260
521	bin.11.fa	>NODE_11049_length_1957_cov_7.608833
522	bin.11.fa	>NODE_11071_length_1954_cov_7.473407
523	bin.11.fa	>NODE_11221_length_1940_cov_6.240318
524	bin.11.fa	>NODE_11283_length_1934_cov_9.201703
525	bin.11.fa	>NODE_11342_length_1929_cov_8.172892
526	bin.11.fa	>NODE_11586_length_1905_cov_7.978378
527	bin.11.fa	>NODE_11677_length_1897_cov_8.258958
528	bin.11.fa	>NODE_11825_length_1883_cov_7.787199
529	bin.11.fa	>NODE_11934_length_1873_cov_7.049505
530	bin.11.fa	>NODE_11977_length_1870_cov_5.742149
531	bin.11.fa	>NODE_12214_length_1851_cov_3.594655
532	bin.11.fa	>NODE_12245_length_1848_cov_7.522030
533	bin.11.fa	>NODE_12493_length_1831_cov_7.851351
534	bin.11.fa	>NODE_12558_length_1824_cov_7.938949
535	bin.11.fa	>NODE_13328_length_1768_cov_3.907180
536	bin.11.fa	>NODE_13483_length_1756_cov_7.572604
537	bin.11.fa	>NODE_13645_length_1746_cov_4.545831
538	bin.11.fa	>NODE_13890_length_1728_cov_7.365212
539	bin.11.fa	>NODE_13931_length_1726_cov_7.624177
540	bin.11.fa	>NODE_13998_length_1722_cov_4.900420
541	bin.11.fa	>NODE_14145_length_1713_cov_6.585042
542	bin.11.fa	>NODE_14195_length_1710_cov_8.233837
543	bin.11.fa	>NODE_14518_length_1690_cov_5.130887
544	bin.11.fa	>NODE_14730_length_1677_cov_5.666461
545	bin.11.fa	>NODE_14748_length_1676_cov_10.592227
546	bin.11.fa	>NODE_14778_length_1674_cov_6.642989
547	bin.11.fa	>NODE_14796_length_1673_cov_6.597651
548	bin.11.fa	>NODE_14862_length_1670_cov_4.182663
549	bin.11.fa	>NODE_14855_length_1670_cov_6.000000
550	bin.11.fa	>NODE_15042_length_1659_cov_9.301122
551	bin.11.fa	>NODE_15253_length_1648_cov_3.676711
552	bin.11.fa	>NODE_15300_length_1645_cov_5.320126
553	bin.11.fa	>NODE_15635_length_1628_cov_6.600127
554	bin.11.fa	>NODE_15945_length_1611_cov_7.387532
555	bin.11.fa	>NODE_15999_length_1608_cov_7.665808
556	bin.11.fa	>NODE_16091_length_1603_cov_6.317829
557	bin.11.fa	>NODE_16161_length_1600_cov_7.265372
558	bin.11.fa	>NODE_16435_length_1588_cov_4.812133
559	bin.11.fa	>NODE_17177_length_1551_cov_4.105615
560	bin.11.fa	>NODE_17266_length_1546_cov_6.822938
561	bin.11.fa	>NODE_17707_length_1528_cov_3.698574
562	bin.11.fa	>NODE_17945_length_1518_cov_7.885167
563	bin.11.fa	>NODE_18079_length_1512_cov_5.711736
564	bin.12.fa	>NODE_27_length_81463_cov_14.004987
565	bin.12.fa	>NODE_48_length_62926_cov_12.989502
566	bin.12.fa	>NODE_81_length_47734_cov_12.442648
567	bin.12.fa	>NODE_86_length_46755_cov_12.368844
568	bin.12.fa	>NODE_91_length_44027_cov_14.045120
569	bin.12.fa	>NODE_116_length_38163_cov_13.424504
570	bin.12.fa	>NODE_199_length_27271_cov_11.721451
571	bin.12.fa	>NODE_205_length_26752_cov_12.198112
572	bin.12.fa	>NODE_209_length_26543_cov_14.171738
573	bin.12.fa	>NODE_235_length_24485_cov_12.588498
574	bin.12.fa	>NODE_269_length_22267_cov_13.404376
575	bin.12.fa	>NODE_288_length_21626_cov_16.026007
576	bin.12.fa	>NODE_338_length_19346_cov_13.551345
577	bin.12.fa	>NODE_360_length_18473_cov_13.163156
578	bin.12.fa	>NODE_398_length_17258_cov_16.759635
579	bin.12.fa	>NODE_410_length_17055_cov_11.990941
580	bin.12.fa	>NODE_411_length_17045_cov_15.059270
581	bin.12.fa	>NODE_417_length_16913_cov_12.234310
582	bin.12.fa	>NODE_444_length_16097_cov_15.332502
583	bin.12.fa	>NODE_499_length_14871_cov_12.118116
584	bin.12.fa	>NODE_527_length_14210_cov_10.699188
585	bin.12.fa	>NODE_531_length_14185_cov_10.792640
586	bin.12.fa	>NODE_608_length_12959_cov_14.143134
587	bin.12.fa	>NODE_609_length_12957_cov_15.590296
588	bin.12.fa	>NODE_614_length_12880_cov_12.335517
589	bin.12.fa	>NODE_627_length_12718_cov_13.414041
590	bin.12.fa	>NODE_647_length_12439_cov_12.089955
591	bin.12.fa	>NODE_702_length_11773_cov_11.435911
592	bin.12.fa	>NODE_804_length_10721_cov_13.695293
593	bin.12.fa	>NODE_807_length_10703_cov_11.249718
594	bin.12.fa	>NODE_867_length_10263_cov_11.936618
595	bin.12.fa	>NODE_923_length_9683_cov_14.969568
596	bin.12.fa	>NODE_953_length_9494_cov_12.824028
597	bin.12.fa	>NODE_955_length_9464_cov_14.867892
598	bin.12.fa	>NODE_957_length_9462_cov_10.118954
599	bin.12.fa	>NODE_975_length_9329_cov_11.509597
600	bin.12.fa	>NODE_1113_length_8556_cov_12.223150
601	bin.12.fa	>NODE_1180_length_8206_cov_11.885658
602	bin.12.fa	>NODE_1224_length_8008_cov_13.644788
603	bin.12.fa	>NODE_1265_length_7830_cov_14.082958
604	bin.12.fa	>NODE_1285_length_7760_cov_13.392343
605	bin.12.fa	>NODE_1354_length_7476_cov_11.184207
606	bin.12.fa	>NODE_1544_length_6870_cov_12.097432
607	bin.12.fa	>NODE_1663_length_6534_cov_12.102331
608	bin.12.fa	>NODE_1680_length_6479_cov_14.200342
609	bin.12.fa	>NODE_1772_length_6265_cov_14.131562
610	bin.12.fa	>NODE_1789_length_6222_cov_12.319929
611	bin.12.fa	>NODE_1887_length_5964_cov_11.362498
612	bin.12.fa	>NODE_2043_length_5650_cov_13.622341
613	bin.12.fa	>NODE_2110_length_5553_cov_13.405602
614	bin.12.fa	>NODE_2339_length_5187_cov_12.280592
615	bin.12.fa	>NODE_2380_length_5134_cov_12.859027
616	bin.12.fa	>NODE_2493_length_4983_cov_16.890828
617	bin.12.fa	>NODE_2747_length_4691_cov_9.222390
618	bin.12.fa	>NODE_2871_length_4567_cov_12.253989
619	bin.12.fa	>NODE_2952_length_4476_cov_16.184347
620	bin.12.fa	>NODE_3307_length_4135_cov_10.882353
621	bin.12.fa	>NODE_3335_length_4112_cov_11.350012
622	bin.12.fa	>NODE_3361_length_4098_cov_10.692308
623	bin.12.fa	>NODE_3466_length_4026_cov_13.102241
624	bin.12.fa	>NODE_3710_length_3844_cov_11.095540
625	bin.12.fa	>NODE_3829_length_3769_cov_14.676360
626	bin.12.fa	>NODE_3969_length_3666_cov_9.623650
627	bin.12.fa	>NODE_3998_length_3648_cov_12.812691
628	bin.12.fa	>NODE_4022_length_3634_cov_15.651579
629	bin.12.fa	>NODE_4403_length_3411_cov_9.928188
630	bin.12.fa	>NODE_4741_length_3251_cov_13.726846
631	bin.12.fa	>NODE_4884_length_3184_cov_13.163311
632	bin.12.fa	>NODE_5280_length_3034_cov_10.845250
633	bin.12.fa	>NODE_5332_length_3015_cov_13.270608
634	bin.12.fa	>NODE_5737_length_2882_cov_12.049522
635	bin.12.fa	>NODE_6964_length_2552_cov_14.683220
636	bin.12.fa	>NODE_7214_length_2504_cov_9.871376
637	bin.12.fa	>NODE_7854_length_2376_cov_9.173201
638	bin.12.fa	>NODE_8842_length_2211_cov_9.185993
639	bin.12.fa	>NODE_10905_length_1971_cov_14.832463
640	bin.12.fa	>NODE_12220_length_1850_cov_15.212813
641	bin.12.fa	>NODE_12473_length_1833_cov_11.799775
642	bin.12.fa	>NODE_12922_length_1796_cov_11.363584
643	bin.12.fa	>NODE_13816_length_1733_cov_8.120381
644	bin.12.fa	>NODE_14583_length_1686_cov_9.581239
645	bin.12.fa	>NODE_14852_length_1670_cov_10.864396
646	bin.12.fa	>NODE_15339_length_1643_cov_8.641058
647	bin.12.fa	>NODE_17149_length_1552_cov_12.074816
648	bin.13.fa	>NODE_158_length_31705_cov_7.787646
649	bin.13.fa	>NODE_204_length_26872_cov_8.857851
650	bin.13.fa	>NODE_221_length_25764_cov_8.189078
651	bin.13.fa	>NODE_327_length_19943_cov_8.561846
652	bin.13.fa	>NODE_371_length_18143_cov_8.123894
653	bin.13.fa	>NODE_400_length_17202_cov_8.295737
654	bin.13.fa	>NODE_404_length_17150_cov_8.098801
655	bin.13.fa	>NODE_427_length_16711_cov_7.277558
656	bin.13.fa	>NODE_438_length_16425_cov_9.709713
657	bin.13.fa	>NODE_440_length_16249_cov_8.850068
658	bin.13.fa	>NODE_446_length_16074_cov_8.530994
659	bin.13.fa	>NODE_449_length_15999_cov_7.722090
660	bin.13.fa	>NODE_452_length_15967_cov_8.958710
661	bin.13.fa	>NODE_458_length_15773_cov_8.320906
662	bin.13.fa	>NODE_473_length_15398_cov_7.841817
663	bin.13.fa	>NODE_478_length_15317_cov_8.625737
664	bin.13.fa	>NODE_510_length_14479_cov_8.571894
665	bin.13.fa	>NODE_547_length_13877_cov_9.148459
666	bin.13.fa	>NODE_555_length_13702_cov_9.209497
667	bin.13.fa	>NODE_558_length_13677_cov_7.831449
668	bin.13.fa	>NODE_592_length_13165_cov_8.528375
669	bin.13.fa	>NODE_618_length_12796_cov_7.184208
670	bin.13.fa	>NODE_645_length_12450_cov_7.068334
671	bin.13.fa	>NODE_646_length_12448_cov_8.907125
672	bin.13.fa	>NODE_664_length_12148_cov_7.832300
673	bin.13.fa	>NODE_680_length_12007_cov_6.956158
674	bin.13.fa	>NODE_698_length_11799_cov_7.431284
675	bin.13.fa	>NODE_699_length_11793_cov_9.405435
676	bin.13.fa	>NODE_700_length_11786_cov_7.867701
677	bin.13.fa	>NODE_703_length_11772_cov_8.990783
678	bin.13.fa	>NODE_734_length_11458_cov_6.554328
679	bin.13.fa	>NODE_755_length_11151_cov_8.595620
680	bin.13.fa	>NODE_769_length_11059_cov_7.937932
681	bin.13.fa	>NODE_784_length_10945_cov_7.031864
682	bin.13.fa	>NODE_820_length_10627_cov_8.158248
683	bin.13.fa	>NODE_821_length_10626_cov_7.761990
684	bin.13.fa	>NODE_824_length_10545_cov_9.185415
685	bin.13.fa	>NODE_827_length_10516_cov_7.780231
686	bin.13.fa	>NODE_844_length_10387_cov_8.780488
687	bin.13.fa	>NODE_858_length_10313_cov_8.476409
688	bin.13.fa	>NODE_879_length_10130_cov_9.281290
689	bin.13.fa	>NODE_888_length_10048_cov_7.074952
690	bin.13.fa	>NODE_892_length_9991_cov_8.254026
691	bin.13.fa	>NODE_896_length_9948_cov_7.553118
692	bin.13.fa	>NODE_900_length_9896_cov_8.084341
693	bin.13.fa	>NODE_901_length_9876_cov_9.120660
694	bin.13.fa	>NODE_913_length_9769_cov_7.791538
695	bin.13.fa	>NODE_918_length_9735_cov_8.691632
696	bin.13.fa	>NODE_928_length_9662_cov_8.066930
697	bin.13.fa	>NODE_936_length_9613_cov_7.770768
698	bin.13.fa	>NODE_994_length_9204_cov_8.711553
699	bin.13.fa	>NODE_997_length_9169_cov_7.620693
700	bin.13.fa	>NODE_1018_length_9061_cov_8.500000
701	bin.13.fa	>NODE_1025_length_9038_cov_7.131025
702	bin.13.fa	>NODE_1026_length_9034_cov_7.115380
703	bin.13.fa	>NODE_1028_length_9032_cov_6.800713
704	bin.13.fa	>NODE_1031_length_9020_cov_10.620301
705	bin.13.fa	>NODE_1041_length_8934_cov_7.939295
706	bin.13.fa	>NODE_1070_length_8780_cov_9.373066
707	bin.13.fa	>NODE_1074_length_8751_cov_7.093951
708	bin.13.fa	>NODE_1087_length_8719_cov_8.443329
709	bin.13.fa	>NODE_1089_length_8699_cov_7.474549
710	bin.13.fa	>NODE_1093_length_8666_cov_7.340843
711	bin.13.fa	>NODE_1101_length_8635_cov_6.822844
712	bin.13.fa	>NODE_1110_length_8578_cov_8.324651
713	bin.13.fa	>NODE_1112_length_8567_cov_8.300634
714	bin.13.fa	>NODE_1119_length_8529_cov_9.574935
715	bin.13.fa	>NODE_1122_length_8522_cov_8.041809
716	bin.13.fa	>NODE_1123_length_8515_cov_7.039125
717	bin.13.fa	>NODE_1128_length_8501_cov_7.774331
718	bin.13.fa	>NODE_1145_length_8395_cov_8.181055
719	bin.13.fa	>NODE_1147_length_8383_cov_7.754683
720	bin.13.fa	>NODE_1159_length_8330_cov_8.836979
721	bin.13.fa	>NODE_1181_length_8206_cov_7.725064
722	bin.13.fa	>NODE_1183_length_8200_cov_8.757397
723	bin.13.fa	>NODE_1184_length_8199_cov_7.378929
724	bin.13.fa	>NODE_1189_length_8169_cov_7.970791
725	bin.13.fa	>NODE_1198_length_8126_cov_7.183992
726	bin.13.fa	>NODE_1213_length_8061_cov_11.588808
727	bin.13.fa	>NODE_1227_length_7989_cov_8.003025
728	bin.13.fa	>NODE_1235_length_7957_cov_8.005695
729	bin.13.fa	>NODE_1250_length_7891_cov_7.512634
730	bin.13.fa	>NODE_1257_length_7858_cov_8.387800
731	bin.13.fa	>NODE_1274_length_7801_cov_7.907952
732	bin.13.fa	>NODE_1279_length_7790_cov_7.327731
733	bin.13.fa	>NODE_1281_length_7783_cov_8.282997
734	bin.13.fa	>NODE_1293_length_7719_cov_9.869911
735	bin.13.fa	>NODE_1310_length_7641_cov_9.050488
736	bin.13.fa	>NODE_1324_length_7573_cov_9.266028
737	bin.13.fa	>NODE_1329_length_7553_cov_8.560683
738	bin.13.fa	>NODE_1331_length_7552_cov_6.791250
739	bin.13.fa	>NODE_1341_length_7512_cov_7.242323
740	bin.13.fa	>NODE_1342_length_7507_cov_8.045223
741	bin.13.fa	>NODE_1360_length_7458_cov_7.520195
742	bin.13.fa	>NODE_1362_length_7452_cov_8.356631
743	bin.13.fa	>NODE_1389_length_7362_cov_7.895443
744	bin.13.fa	>NODE_1395_length_7333_cov_8.722039
745	bin.13.fa	>NODE_1398_length_7330_cov_7.321100
746	bin.13.fa	>NODE_1400_length_7328_cov_6.862093
747	bin.13.fa	>NODE_1413_length_7274_cov_7.069954
748	bin.13.fa	>NODE_1430_length_7217_cov_8.288467
749	bin.13.fa	>NODE_1465_length_7131_cov_9.278830
750	bin.13.fa	>NODE_1470_length_7110_cov_6.469880
751	bin.13.fa	>NODE_1483_length_7057_cov_7.868609
752	bin.13.fa	>NODE_1488_length_7046_cov_6.783436
753	bin.13.fa	>NODE_1510_length_6975_cov_7.526012
754	bin.13.fa	>NODE_1533_length_6911_cov_7.382293
755	bin.13.fa	>NODE_1577_length_6780_cov_5.025428
756	bin.13.fa	>NODE_1579_length_6775_cov_6.718750
757	bin.13.fa	>NODE_1593_length_6725_cov_9.175262
758	bin.13.fa	>NODE_1609_length_6680_cov_7.616906
759	bin.13.fa	>NODE_1614_length_6666_cov_6.854787
760	bin.13.fa	>NODE_1623_length_6646_cov_7.306023
761	bin.13.fa	>NODE_1628_length_6628_cov_8.466302
762	bin.13.fa	>NODE_1640_length_6594_cov_6.800581
763	bin.13.fa	>NODE_1641_length_6591_cov_6.706242
764	bin.13.fa	>NODE_1647_length_6577_cov_7.445416
765	bin.13.fa	>NODE_1674_length_6496_cov_9.115200
766	bin.13.fa	>NODE_1691_length_6444_cov_5.207857
767	bin.13.fa	>NODE_1693_length_6440_cov_5.970243
768	bin.13.fa	>NODE_1697_length_6434_cov_7.658567
769	bin.13.fa	>NODE_1713_length_6402_cov_6.715141
770	bin.13.fa	>NODE_1736_length_6336_cov_6.508359
771	bin.13.fa	>NODE_1738_length_6334_cov_7.688326
772	bin.13.fa	>NODE_1746_length_6306_cov_6.344745
773	bin.13.fa	>NODE_1756_length_6287_cov_8.036425
774	bin.13.fa	>NODE_1757_length_6286_cov_7.317926
775	bin.13.fa	>NODE_1802_length_6201_cov_7.401399
776	bin.13.fa	>NODE_1804_length_6196_cov_9.409542
777	bin.13.fa	>NODE_1805_length_6190_cov_7.126161
778	bin.13.fa	>NODE_1808_length_6179_cov_9.852711
779	bin.13.fa	>NODE_1809_length_6174_cov_9.408727
780	bin.13.fa	>NODE_1818_length_6151_cov_8.790354
781	bin.13.fa	>NODE_1819_length_6150_cov_6.869401
782	bin.13.fa	>NODE_1852_length_6065_cov_8.700000
783	bin.13.fa	>NODE_1859_length_6046_cov_7.812552
784	bin.13.fa	>NODE_1871_length_6013_cov_7.889896
785	bin.13.fa	>NODE_1892_length_5959_cov_7.015244
786	bin.13.fa	>NODE_1893_length_5951_cov_6.109057
787	bin.13.fa	>NODE_1906_length_5929_cov_7.921689
788	bin.13.fa	>NODE_1905_length_5929_cov_7.922880
789	bin.13.fa	>NODE_1917_length_5910_cov_7.305038
790	bin.13.fa	>NODE_1935_length_5867_cov_6.068135
791	bin.13.fa	>NODE_1934_length_5867_cov_7.757226
792	bin.13.fa	>NODE_1942_length_5846_cov_7.746331
793	bin.13.fa	>NODE_1943_length_5842_cov_6.573354
794	bin.13.fa	>NODE_1960_length_5812_cov_6.600313
795	bin.13.fa	>NODE_1989_length_5765_cov_6.833450
796	bin.13.fa	>NODE_1991_length_5764_cov_6.323699
797	bin.13.fa	>NODE_1997_length_5756_cov_10.189090
798	bin.13.fa	>NODE_2010_length_5728_cov_7.913450
799	bin.13.fa	>NODE_2021_length_5707_cov_7.042994
800	bin.13.fa	>NODE_2022_length_5705_cov_8.226372
801	bin.13.fa	>NODE_2028_length_5693_cov_9.165484
802	bin.13.fa	>NODE_2038_length_5656_cov_7.406713
803	bin.13.fa	>NODE_2052_length_5641_cov_8.167920
804	bin.13.fa	>NODE_2071_length_5609_cov_9.554015
805	bin.13.fa	>NODE_2077_length_5608_cov_7.681614
806	bin.13.fa	>NODE_2082_length_5601_cov_7.825099
807	bin.13.fa	>NODE_2083_length_5600_cov_7.625068
808	bin.13.fa	>NODE_2092_length_5575_cov_6.100543
809	bin.13.fa	>NODE_2098_length_5565_cov_7.730853
810	bin.13.fa	>NODE_2104_length_5559_cov_8.239099
811	bin.13.fa	>NODE_2121_length_5540_cov_9.768277
812	bin.13.fa	>NODE_2138_length_5502_cov_6.189646
813	bin.13.fa	>NODE_2143_length_5493_cov_8.942074
814	bin.13.fa	>NODE_2164_length_5462_cov_8.084150
815	bin.13.fa	>NODE_2173_length_5440_cov_7.650882
816	bin.13.fa	>NODE_2199_length_5399_cov_9.474364
817	bin.13.fa	>NODE_2250_length_5327_cov_6.340099
818	bin.13.fa	>NODE_2262_length_5299_cov_7.763921
819	bin.13.fa	>NODE_2278_length_5280_cov_9.607656
820	bin.13.fa	>NODE_2314_length_5222_cov_10.138572
821	bin.13.fa	>NODE_2381_length_5134_cov_7.638708
822	bin.13.fa	>NODE_2395_length_5120_cov_7.994274
823	bin.13.fa	>NODE_2400_length_5115_cov_7.546640
824	bin.13.fa	>NODE_2467_length_5012_cov_7.944725
825	bin.13.fa	>NODE_2470_length_5011_cov_7.322639
826	bin.13.fa	>NODE_2468_length_5011_cov_7.422518
827	bin.13.fa	>NODE_2480_length_4998_cov_7.079506
828	bin.13.fa	>NODE_2499_length_4978_cov_7.183222
829	bin.13.fa	>NODE_2501_length_4975_cov_8.286585
830	bin.13.fa	>NODE_2554_length_4915_cov_8.698765
831	bin.13.fa	>NODE_2556_length_4913_cov_7.997942
832	bin.13.fa	>NODE_2568_length_4895_cov_8.154339
833	bin.13.fa	>NODE_2574_length_4890_cov_7.574767
834	bin.13.fa	>NODE_2603_length_4855_cov_7.246875
835	bin.13.fa	>NODE_2607_length_4852_cov_7.517198
836	bin.13.fa	>NODE_2610_length_4847_cov_7.069073
837	bin.13.fa	>NODE_2660_length_4791_cov_6.640203
838	bin.13.fa	>NODE_2670_length_4782_cov_8.520838
839	bin.13.fa	>NODE_2675_length_4776_cov_7.736708
840	bin.13.fa	>NODE_2680_length_4772_cov_6.943184
841	bin.13.fa	>NODE_2689_length_4766_cov_8.103800
842	bin.13.fa	>NODE_2756_length_4685_cov_8.227430
843	bin.13.fa	>NODE_2787_length_4652_cov_8.597129
844	bin.13.fa	>NODE_2792_length_4646_cov_7.686343
845	bin.13.fa	>NODE_2795_length_4642_cov_7.334423
846	bin.13.fa	>NODE_2827_length_4611_cov_7.581431
847	bin.13.fa	>NODE_2864_length_4579_cov_7.062113
848	bin.13.fa	>NODE_2875_length_4560_cov_9.924528
849	bin.13.fa	>NODE_2928_length_4502_cov_8.227344
850	bin.13.fa	>NODE_2931_length_4500_cov_8.133408
851	bin.13.fa	>NODE_2961_length_4467_cov_9.104941
852	bin.13.fa	>NODE_2981_length_4445_cov_7.002050
853	bin.13.fa	>NODE_3046_length_4378_cov_6.787185
854	bin.13.fa	>NODE_3088_length_4328_cov_5.990873
855	bin.13.fa	>NODE_3091_length_4323_cov_7.411434
856	bin.13.fa	>NODE_3094_length_4321_cov_8.551336
857	bin.13.fa	>NODE_3109_length_4310_cov_7.379318
858	bin.13.fa	>NODE_3172_length_4249_cov_7.225799
859	bin.13.fa	>NODE_3218_length_4209_cov_9.207752
860	bin.13.fa	>NODE_3234_length_4196_cov_5.618691
861	bin.13.fa	>NODE_3283_length_4154_cov_6.848012
862	bin.13.fa	>NODE_3286_length_4152_cov_8.761777
863	bin.13.fa	>NODE_3330_length_4118_cov_6.706375
864	bin.13.fa	>NODE_3343_length_4109_cov_5.778244
865	bin.13.fa	>NODE_3347_length_4107_cov_6.786278
866	bin.13.fa	>NODE_3402_length_4065_cov_6.557107
867	bin.13.fa	>NODE_3415_length_4056_cov_7.494626
868	bin.13.fa	>NODE_3475_length_4020_cov_6.967213
869	bin.13.fa	>NODE_3549_length_3968_cov_7.020445
870	bin.13.fa	>NODE_3569_length_3954_cov_6.047961
871	bin.13.fa	>NODE_3587_length_3939_cov_6.937436
872	bin.13.fa	>NODE_3632_length_3898_cov_8.579755
873	bin.13.fa	>NODE_3654_length_3882_cov_6.840868
874	bin.13.fa	>NODE_3656_length_3877_cov_8.129513
875	bin.13.fa	>NODE_3673_length_3867_cov_6.169727
876	bin.13.fa	>NODE_3695_length_3857_cov_7.907680
877	bin.13.fa	>NODE_3715_length_3842_cov_5.629522
878	bin.13.fa	>NODE_3718_length_3839_cov_7.485201
879	bin.13.fa	>NODE_3754_length_3819_cov_6.652497
880	bin.13.fa	>NODE_3805_length_3783_cov_7.705472
881	bin.13.fa	>NODE_3812_length_3779_cov_7.874060
882	bin.13.fa	>NODE_3822_length_3773_cov_7.607316
883	bin.13.fa	>NODE_3888_length_3729_cov_6.755308
884	bin.13.fa	>NODE_3899_length_3720_cov_7.978172
885	bin.13.fa	>NODE_4006_length_3643_cov_7.714326
886	bin.13.fa	>NODE_4013_length_3640_cov_7.997211
887	bin.13.fa	>NODE_4038_length_3623_cov_8.146581
888	bin.13.fa	>NODE_4047_length_3618_cov_7.567499
889	bin.13.fa	>NODE_4066_length_3605_cov_6.775775
890	bin.13.fa	>NODE_4113_length_3577_cov_7.368541
891	bin.13.fa	>NODE_4115_length_3573_cov_7.842240
892	bin.13.fa	>NODE_4116_length_3573_cov_6.475554
893	bin.13.fa	>NODE_4131_length_3561_cov_7.571021
894	bin.13.fa	>NODE_4156_length_3543_cov_9.353211
895	bin.13.fa	>NODE_4191_length_3522_cov_7.006634
896	bin.13.fa	>NODE_4287_length_3472_cov_5.105063
897	bin.13.fa	>NODE_4308_length_3458_cov_9.536585
898	bin.13.fa	>NODE_4325_length_3448_cov_7.337754
899	bin.13.fa	>NODE_4348_length_3437_cov_8.358959
900	bin.13.fa	>NODE_4436_length_3392_cov_7.406653
901	bin.13.fa	>NODE_4449_length_3383_cov_6.085938
902	bin.13.fa	>NODE_4454_length_3380_cov_7.927820
903	bin.13.fa	>NODE_4599_length_3317_cov_5.497241
904	bin.13.fa	>NODE_4631_length_3303_cov_7.915948
905	bin.13.fa	>NODE_4678_length_3282_cov_6.748993
906	bin.13.fa	>NODE_4687_length_3278_cov_4.527149
907	bin.13.fa	>NODE_4717_length_3267_cov_7.468555
908	bin.13.fa	>NODE_4716_length_3267_cov_7.815068
909	bin.13.fa	>NODE_4747_length_3249_cov_5.602693
